hisco,en_text,hisclass,hisclass_5,socpo,hiscam
79230,Fur Pattern Maker,,,,
79240,Fur Grader and Matcher,,,,
79250,Fur Cutter,,,,
79260,Fur Nailer,,,,
79290,Other Fur Tailors and Related Workers,,,,
79300,Milliners and Hat Makers,,,,
79310,"Hat Maker, General",7,3,3,61.36
79320,"Milliner, General",,,,
79330,HatBlockingMachine Operator,,,,
79390,Other Milliners and Hat Makers,9,3,3,61.29
79400,Pattern Makers and Cutters,,,,
79420,Garment Pattern Maker,9,3,2,60.77
79430,Hat and Cap Pattern Maker,,,,
79440,Garment Marker,,,,
79450,"Garment Cutter, except Leather",9,3,2,60.77
79460,Leather Garment Cutter,,,,
79470,"Glove Cutter, except Leather",,,,
79475,"Glove Cutter, Leather or Other Material",,,,
79480,Leather Glove Cutter,,,,
79490,Other Patternmakers and Cutters,9,3,2,60.77
79500,Sewers and Embroiderers,9,3,2,58.54
79510,"Hand and Machine Sewer, General",9,3,2,50.9
79520,Garment Hand Sewer (except Leather and Fur),9,3,2,54.04
79530,Leather Garment Hand Sewer,9,3,2,54.04
79540,Fur Hand Sewer,7,3,2,54.04
79550,SewingMachine Operator,9,3,2,54.04
79560,Hand Embroiderer,7,3,2,52.83
79565,"Embroiderer, Hand or Machine",7,3,2,58.54
79570,Machine Embroiderer,,,,
79590,Other Sewers and Embroiderers,9,3,2,58.54
79600,"Upholsterer or Related Worker, Specialisation Unknown",,,,
79620,Furniture Upholsterer,7,3,3,69.33
79630,Vehicle Upholsterer,7,3,3,54.04
79640,Mattress Maker,9,3,3,59.95
79690,Other Upholsterers and Related Workers,11,5,3,63.77
79900,"Tailors, Dressmakers, Sewers, Upholsterers and Related Workers Not Elsewhere Classified",,,,
79920,"Sail, Tent and Awning Maker",7,3,3,59.79
79930,Umbrella Maker,7,3,3,54.04
79990,"Other Tailors, Dressmakers, Sewers, Upholsterers and Related Workers",9,3,3,59.24
80000,Shoemakers and Leather Goods Makers,,,,
80100,Shoemakers and Shoe Repairers,,,,
80110,"Shoemaker, General",7,3,3,52.83
80120,Orthopaedic Footwear Maker,,,,
80130,Shoe Repairer,7,3,3,62.54
80190,Other Shoemakers and Shoe Repairers,7,3,3,54.04
80200,"Shoe Cutters, Lasters, Sewers, and Related Workers",9,3,2,66.51
80215,Shoe PatternMaker,,,,
80220,Clicker Cutter  (Machine),9,3,2,54.04
80222,Shoe Cutter (Hand or Machine),9,3,2,50.9
80225,Shoe Cutter (Hand),,,,
80230,Uppers Preparer,,,,
80235,Sole Pressman,,,,
80240,Sole Fitter,,,,
80245,Laster,,,,
80250,Shoe Sewer (Hand or Machine),9,3,2,54.04
80255,Shoe Finisher,,,,
80290,"Other Shoe Cutters, Lasters, Sewers and Related Workers",9,3,3,55.65
80300,Leather Goods Makers,,,,
80310,"Leather Goods Maker, General",9,3,3,58.56
80320,Saddler and Harness Maker,7,3,3,58.56
80330,Leather Cutter,9,3,3,58.56
80340,"Leather Sewer, Hand",,,,
80350,"Leather Sewer, Machine",,,,
80360,Leather Goods Assembler,,,,
80390,Other Leather Goods Makers,9,3,3,58.56
81000,"Woodworker, Specialisation Unknown",9,3,2,60.75
81100,Cabinetmakers,,,,
81120,Cabinetmaker,7,3,3,57.2
81190,Other Cabinetmakers,7,3,3,70.98
81200,Woodworkers,9,3,2,54.38
81205,"Woodworking Machine Setter, General",,,,
81208,"Woodworking MachineOperator, General",9,3,2,57.2
81210,"Woodworking Machine SetterOperator, General",9,3,2,54.38
81220,Precision Sawyer,11,5,2,48.7
81225,"Precision Sawyer, Hand or Machine",11,5,2,48.7
81230,Wood Turner,9,3,3,58.31
81240,WoodLathe SetterOperator,,,,
81250,Wood ShapingMachine SetterOperator,9,3,2,54.38
81260,WoodRoutingMachine SetterOperator,,,,
81270,WoodPlaningMachine SetterOperator,,,,
81275,Wood Planer,9,3,2,54.38
81280,WoodSpindle CarvingMachine SetterOperator,7,3,2,57.2
81290,Other WoodworkingMachine Operators,11,5,2,57.2
81900,Cabinetmakers and Related Woodworkers Not Elsewhere Classified,,,,
81920,CoachBody Builder,7,3,42,72.3
81925,Cartwright,7,3,42,54.61
81930,Cooper,7,3,3,53.81
81935,Wooden Pattern Maker,,,,
81940,Wooden Model Maker,7,3,3,57.2
81945,Wood Carver,7,3,3,70.48
81950,Veneer Applier,9,3,2,48.91
81955,Wooden Furniture Finisher,7,3,3,48.91
81960,SmokingPipe Maker,7,3,3,48.91
81965,Marquetry Inlayer,7,3,3,48.91
81990,Other Cabinetmakers and Related Woodworkers,9,3,3,48.91
82000,Stone Cutters and Carvers,9,3,2,61.65
82020,Stone Cutter and Finisher,9,3,3,58.61
82030,Stone Grader,9,3,2,61.65
82040,Stonework Layout Man,,,,
82050,Stone LatheOperator,,,,
82060,Stone Letter Cutter (Hand),7,3,3,60.33
82070,Stone Carver (Hand),7,3,3,60.33
82080,Monument CarverSetter,7,3,2,66.68
82090,Other Stone Cutters and Carvers,9,3,2,60.33
83000,"Blacksmiths, Toolmakers and MachineTool Operators",9,3,2,55.31
83100,"Blacksmiths, Hammersmiths and ForgingPress Operators",,,,
83110,"Blacksmith, General",7,3,3,55.31
83120,Hammersmith,,,,
83130,DropHammer Operator,9,3,2,55.31
83140,ForgingPress Operator,,,,
83190,"Other Blacksmiths, Hammersmiths and ForgingPress Operators",9,3,2,55.31
83200,"Toolmakers, Metal Pattern Makers and Metal Markers",,,,
83210,"Toolmaker, Metal Pattern Maker and Metal Marker, General",7,3,3,60.75
83220,Tool and Die Maker,7,3,3,63.54
83230,Jig and Gauge Maker,7,3,3,60.75
83240,Metal Pattern Maker (Foundry),,,,
83250,Metal Marker,7,3,2,57.25
83290,"Other Toolmakers, Metal Pattern Makers and Metal Markers",7,3,2,55.31
83300,MachineTool SetterOperators,,,,
83305,"Metalworking Machine Setter, General",7,3,3,57.25
83310,"Metalworking Machine SetterOperator, General",,,,
83320,Lathe SetterOperator,7,3,3,60.91
83330,MillingMachine SetterOperator,9,3,3,57.25
83340,PlaningMachine SetterOperator,,,,
83350,BoringMachine SetterOperator,,,,
83360,DrillingMachine SetterOperator,9,3,3,57.25
83370,PrecisionGrindingMachine SetterOperator,,,,
83380,HoningMachine SetterOperator,,,,
83385,NumericalControlMachine SetterOperator,,,,
83390,Other MachineTool SetterOperators,9,3,3,62.59
83400,MachineTool Operators,,,,
83410,"MachineTool Operator, General",7,3,2,71.09
83420,Lathe Operator,,,,
83430,Milling Machine Operator,,,,
83440,Planing MachineOperator,9,3,2,57.25
83450,Boring MachineOperator,9,3,2,57.25
83460,DrillingMachine Operator,9,3,2,57.25
83465,Precision GrindingMachine Operator,7,3,2,57.25
83470,HoningMachine Operator,,,,
83475,MetalSawingMachine Operator,,,,
83480,Automatic TransferMachine Operator,,,,
83490,Other MachineTool Operators,,,,
83500,"Metal Grinders, Polishers and Tool Sharpeners",9,3,3,57.25
83520,Buffing and PolishingMachine Operator,9,3,3,64.38
83530,"Tool Grinder, Machine Tools",,,,
83540,Cutting Instruments Sharpener,9,3,3,57.25
83550,Saw Repairer and Sharpener,9,3,3,57.25
83560,Textile Card Grinder,,,,
83590,"Other Metal Grinders, Polishers and Tool Sharpeners",9,3,3,55.63
83900,"Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",,,,
83915,Cutler,7,3,3,63.31
83920,Gunsmith,7,3,3,62.49
83930,Locksmith,7,3,3,60.06
83940,Metal Spinner,,,,
83950,Metal Former (Hand),,,,
83960,MetalPress Operator,9,3,3,57.25
83970,MetalBendingMachine Operator,,,,
83980,PowerShear Operator,,,,
83990,"Other Blacksmiths, Toolmakers and MachineTool Operators Not Elsewhere Classified",7,3,3,57.81
84000,"Machinery Fitters, Machine Assemblers and PrecisionInstrument Makers (except Electrical)",,,,
84100,Machinery Fitters and Machine Assemblers,7,3,3,66.2
84105,"Machinery Fitter, General",,,,
84110,"Machinery FitterAssembler, General",,,,
84115,Internal Combustion Engine FitterAssembler (except Aircraft and Marine Engines),,,,
84120,Aircraft Engine FitterAssembler,7,3,3,66.2
84125,Marine Engine FitterAssembler,,,,
84130,Turbine FitterAssembler (except Aircraft and Marine),,,,
84135,Metalworking MachineTool FitterAssembler,,,,
84140,Mining Machinery FitterAssembler,,,,
84145,Printing Machinery FitterAssembler,,,,
84150,Textile Machinery FitterAssembler,7,3,3,62.38
84155,Woodworking Machinery FitterAssembler,,,,
84160,Agricultural Machinery FitterAssembler,,,,
84165,EarthMoving Equipment FitterAssembler,7,3,3,66.2
84170,Office Machinery FitterAssembler,9,3,3,66.11
84175,Machinery Erector and Installer,,,,
84180,Refrigeration and AirConditioning Plant Mechanic,7,3,3,62.38
84185,Airframe FitterAssembler,7,3,3,66.2
84190,Other Machinery Fitters and Machine Assemblers,9,3,3,62.38
84200,"Watch, Clock and Precision Instrument Makers",,,,
84220,Watch and Clock Assembler,7,3,42,66.41
84222,Watch and Clock Assembler or Repairer,7,3,42,66.41
84225,Watch and Clock Repairer,7,3,42,66.41
84230,Precision Instrument Maker,7,3,42,70.15
84235,Optical Instrument Maker and Repairer,,,,
84240,Precision Instrument Assembler,7,3,3,66.11
84245,Orthopaedic Appliance Maker and Repairer,7,3,3,66.11
84250,Dental Prosthesis Maker and Repairer,7,3,3,73.88
84290,"Other Watch, Clock and Precision Instrument Makers",7,3,42,66.41
84300,MotorVehicle Mechanics,7,3,3,78.68
84320,Automobile Mechanic,7,3,3,66.11
84330,Motor Truck Mechanic,,,,
84340,Motor Cycle Mechanic,,,,
84390,Other MotorVehicle Mechanics,9,3,3,64.51
84400,Aircraft Engine Mechanics,7,3,3,66.2
84410,"Aircraft Engine Mechanic, General",7,3,3,66.2
84420,Aircraft Engine Service Mechanic,7,3,3,66.2
84490,Other Aircraft Engine Mechanics,,,,
84900,"Machinery Fitter (except Electrical), Specialisation Unknown",7,3,3,73.27
84910,"Machinery Mechanic, General",7,3,3,66.11
84915,Reciprocating Steam Engine Mechanic,7,3,3,64.51
84920,Diesel Engine Mechanic (except Motor Vehicle),,,,
84925,Turbine Mechanic (except Aircraft and Marine Turbines),,,,
84930,Metalworking MachineTool Mechanic,,,,
84935,Mining Machinery Mechanic,7,3,3,64.51
84940,Printing Machinery Mechanic,,,,
84945,Textile Machinery Mechanic,,,,
84950,Woodworking Machinery Mechanic,,,,
84955,Agricultural Machinery Mechanic,,,,
84960,EarthMoving Equipment and Construction Machinery Mechanic,,,,
84965,Office Machines Mechanic,,,,
84970,Plant Maintenance Mechanic,,,,
84975,PedalCycle Repairer,9,3,3,57.86
84980,Oiler and Greaser (except Ships' Engines),9,3,2,60.88
84985,Mechanical Products Inspector and Tester,7,3,42,66.11
84990,Machinery Fitters (except Electrical),7,3,3,61.29
85000,Electrical Fitters and Related Electrical and Electronics Workers,,,,
85100,Electrical Fitters,,,,
85110,"Electrical Fitter, General",7,3,3,71.41
85120,Electrical Motor and Generator Fitter,,,,
85130,Electrical Transformer Fitter,,,,
85140,Electrical Switchgear and Control Apparatus Fitter,9,3,3,64.79
85150,Electrical Instrument Fitter,,,,
85160,Electrical Elevator and Related Equipment Fitter,,,,
85190,Other Electrical Fitters,7,3,2,64.79
85200,Electronics Fitters,,,,
85210,Electronics Fitter,7,3,3,66.02
85220,"Electronics Fitter (Radio, Television and Radar Equipment)",7,3,3,66.02
85230,Electronics Fitter (Medical Equipment),,,,
85240,Electronic Computer and Related Equipment Fitter,,,,
85250,Electronics Fitter (Industrial Equipment),,,,
85260,Electronic Signalling Systems Fitter,,,,
85290,Other Electronics Fitters,,,,
85300,Electrical and Electronic Equipment Assemblers,,,,
85320,Electrical Equipment Assembler,,,,
85330,Electronic Equipment Assembler,9,3,2,71.48
85340,Coil Winder (Machine),,,,
85345,Coil Winder (Hand or Machine),9,3,1,67.41
85350,Coil Winder (Hand),,,,
85390,Other Electrical and Electronic Equipment Assemblers,,,,
85400,Radio and Television Repairmen,,,,
85420,Radio and Television Mechanic,,,,
85490,Other Radio and Television Repairmen,,,,
85500,Electrical Wiremen,,,,
85510,"Electrician, General",7,3,3,64.79
85520,Building Electrician,,,,
85530,Aircraft Electrician,,,,
85535,Ship's Electrician,,,,
85540,Vehicle Electrician,,,,
85550,Stage and Studio Electrician,,,,
85560,Maintenance Electrician,,,,
85570,Electrical Repairman,,,,
85590,Other Electrical Wiremen,,,,
85600,"Telephone and Telegraph Installer, Specialisation Unknown",7,3,2,71.37
85620,Telephone and Telegraph Installer,7,3,3,67.26
85630,Telephone and Telegraph Mechanic,7,3,2,
85690,Other Telephone and Telegraph Installers,,,,
85700,Electric Linemen and Cable Jointers,7,3,3,58.86
85720,Electric Power Lineman,7,3,3,69.5
85730,Electric Traction Lineman,7,3,2,69.5
85740,Telephone and Telegraph Lineman,7,3,3,66.02
85750,Electric Cable Jointer,,,,
85790,Other Electric Linemen and Cable Jointers,7,3,3,64.79
85900,Electrical Fitters and Related Electrical and Electronics Workers Not Elsewhere Classified,,,,
85920,Electrical and Electronic Products Inspector and Tester,7,3,3,71.37
85990,Other Electrical Fitters and Related Electrical and Electronics Workers,,,,
86000,Broadcasting and SoundEquipment Operators and Cinema Projectionists,,,,
86100,Broadcasting Station Operators,,,,
86120,Radio and Television Transmitting Equipment Operator,,,,
86130,Radio and Television Studio Equipment Operator,,,,
86190,Other Broadcasting Station Operators,,,,
86200,SoundEquipment Operators and Cinema Projectionists,,,,
86220,SoundRecording Equipment Operator,5,2,3,64.79
86230,Public Address Equipment Operator,,,,
86240,Cinema Projectionist,5,2,2,66.02
86290,Other SoundEquipment Operators and Cinema Projectionists,5,2,3,64.79
87000,"Plumbers, Welders, SheetMetal, and Structural Metal Preparers and Erectors",,,,
87100,Plumbers and Pipe Fitters,,,,
87105,"Plumber, General",7,3,3,63.7
87110,"Pipe Fitter, General",7,3,3,70.91
87120,Gas Pipe Fitter,7,3,3,60.95
87130,Marine Pipe Fitter,7,3,3,61.08
87140,Aircraft Pipe and Tube Fitter,,,,
87190,Other Plumbers and Pipe Fitters,7,3,3,61.08
87200,Welders and Flame Cutters,,,,
87210,"Welder, General",9,3,3,59.34
87215,Gas Welder,,,,
87220,Electric Arc Welder (Hand),,,,
87222,Electric Arc Welder (Hand or Machine),9,3,3,59.34
87225,Electric Arc Welder (Machine),,,,
87230,Thermite Welder,,,,
87235,Resistance Welder,,,,
87240,Lead Burner,7,3,3,59.34
87245,Brazer,,,,
87250,Flamecutter (Hand),9,3,3,61.08
87255,Flamecutter (Machine),,,,
87260,Solderer (Hand),7,3,3,60.31
87290,Other Welders and FlameCutters,,,,
87300,Sheetmetal Workers,,,,
87310,"SheetMetal Worker, General",7,3,3,64.41
87320,SheetMetal Marker,7,3,2,64.41
87330,Coppersmith,7,3,3,60.31
87340,Tinsmith,7,3,3,56.56
87350,Boilersmith,7,3,3,57.7
87360,Ornamental SheetMetal Worker,7,3,3,60.31
87370,Vehicle SheetMetal Worker,,,,
87380,Aircraft SheetMetal Worker,,,,
87390,Other SheetMetal Workers,,,,
87400,"Structural Metal Preparer or Erector, Specialisation Unknown",9,3,2,67.8
87420,Structural Metal Marker,,,,
87430,Structural Steel Worker (Workshop),7,3,1,61.08
87440,Constructional Steel Erector,9,3,3,67.8
87450,Metal Shipwright,7,3,42,60.31
87455,Ship Plater,,,,
87460,Hand Riveter,,,,
87462,Riveter (Hand or Machine),9,3,2,55.22
87465,Machine Riveter,,,,
87470,Pneumatic Riveter,9,3,2,60.31
87490,Other Structural Metal Preparers and Erectors,9,3,2,60.31
88000,Jewellers and Precious Metal Workers,,,,
88010,"Jeweller, General",7,3,42,73.88
88020,Jewellery Repairer,,,,
88030,Gem Cutter and Polisher,7,3,42,68.26
88040,Gem Setter,7,3,42,70.29
88050,Goldsmith and Silversmith,7,3,42,69.01
88060,Precious Metal Roller,,,,
88070,Precious Metal Leaf Roller,7,3,3,70.29
88080,Jewellery Engraver,7,3,3,69.01
88090,Other Jewellery and Precious Metal Workers,7,3,3,77.86
89000,"Glass Formers, Potters and Related Workers",,,,
89100,"Glass Formers, Cutters, Grinders and Finishers",9,3,3,59.2
89120,Glass Blower,7,3,3,53.58
89124,Scientific Glass Blower,7,3,3,53.58
89128,GlassBlowingMachine Operator,9,3,3,54.66
89132,Glass Lens Moulder,,,,
89136,GlassPressingMachine,9,3,2,54.66
89140,GlassDrawingMachine Operator,,,,
89144,PlateGlass Rollerman,9,3,2,54.66
89148,PlateGlass Polisher,9,3,3,54.66
89152,FloatGlass Bath Operator,,,,
89156,Glass Cutter,9,3,3,57.22
89160,Optical Glass Cutter,9,3,3,54.66
89164,Glass Edge Grinder,9,3,2,57.15
89168,Lens GrindingMachine Operator,,,,
89172,Lens PolishingMachine Operator,,,,
89176,Glass Tube Maker,,,,
89180,Glass Tube Bender,,,,
89190,"Other Glass Formers, Cutters, Grinders and Finishers",9,3,2,54.66
89200,"Potter or Related Clay and Abrasive Former, Specialisation Unknown",9,3,3,54.31
89210,"Potter, General",7,3,3,59.11
89215,Pottery and Porcelain Modeller,7,3,3,54.31
89220,Pottery and Porcelain Mould Maker,7,3,3,56.11
89225,Pottery and Porcelain Thrower,9,3,2,55.27
89230,Pottery and Porcelain Jiggerman,9,3,2,54.66
89235,Pottery and Porcelain Caster (Hand),9,3,2,54.66
89240,Brick and Tile Moulder (Hand),9,3,1,57.95
89242,Brick and Tile Moulder (Hand or Machine),9,3,1,57.95
89245,Pottery and Porcelain Presser (Hand),,,,
89247,Pottery and Porcelain Presser (Die or Hand),7,3,1,54.66
89250,Pottery and Porcelain DiePresser,,,,
89255,Clay ExtrudingPress Operator,,,,
89260,Abrasive Wheel Moulder,,,,
89290,Other Potters and Related Clay and Abrasive Formers,9,3,2,59.59
89300,Glass and Ceramics Kilnmen,9,3,3,54.66
89320,GlassMaking Furnaceman,9,3,2,54.66
89330,GlassAnnealing Furnaceman,,,,
89340,Glass Temperer,9,3,2,54.66
89350,Pottery and Porcelain Kilnman,9,3,2,53.38
89360,Brick and Tile Kilnman,9,3,2,48.65
89390,Other Glass and Ceramics Kilnmen,11,5,2,58.4
89400,"Glass Engraver or Etcher, Specialisation Unknown",,,,
89420,Glass Engraver,7,3,3,54.66
89430,Glass Etcher,,,,
89440,Glass Sandblaster,,,,
89490,Other Glass Engravers and Etchers,9,3,3,54.66
89500,Glass and Ceramics Painters and Decorators,7,3,3,58.65
89520,Glass Painter,7,3,3,54.66
89530,Ceramics Painter,7,3,3,57.61
89540,Ceramics Decorator,7,3,3,54.66
89550,Ceramics SprayPainter,,,,
89560,Ceramics Dipper,,,,
89570,Mirror Silverer,,,,
89590,Other Glass and Ceramics Painters and Decorators,11,5,2,59.27
89900,"Glass Formers, Potters and Related Workers Not Elsewhere Classified",,,,
89920,Glass Mixer,,,,
89930,Clay Mixer,9,3,2,58.52
89940,Clay Slip Maker,,,,
89950,Glaze Maker,,,,
89960,Abrasives Mixer,,,,
89970,Fibreglass Maker,,,,
89990,"Other Glass Formers, Potters and Related Workers",9,3,2,58.52
90000,Rubber and Plastics Product Makers,,,,
90100,"Rubber Product Maker, Specialisation Unknown",9,3,2,68.15
90120,Rubber Millman,,,,
90125,Rubber Calender Operator,9,3,2,68.15
90130,Rubber ExtrudingMachine Operator,,,,
90135,Rubber MouldingPress Operator,,,,
90140,Rubber Goods Assembler,,,,
90150,Plastics InjectionMoulding MachineOperator,,,,
90155,Plastics CompressionMoulding MachineOperator,9,3,2,68.15
90160,Plastics ExtrudingMachineOperator,,,,
90165,Plastics Laminator,,,,
90170,Plastics Products Assembler,9,3,1,68.15
90180,Plastics Products Fabricator,,,,
90190,Other Rubber and Plastics Products Makers (except Tire Makers and Tire Vulcanisers),9,3,2,68.15
90200,"Tire Maker or Vulcaniser, Specialisation Unknown",9,3,2,68.15
90220,Tire Builder,,,,
90230,Tire Moulder,,,,
90240,Tire Rebuilder,,,,
90290,Other Tire Makers and Vulcanisers,11,5,2,68.15
91000,Paper and Paperboard Products Makers,,,,
91020,Paper Box Maker (Hand),,,,
91025,Paper Box Maker (Hand or Machine),9,3,2,64.88
91030,Paper Box Maker (Machine),,,,
91040,Cardboard LiningMachine Operator,,,,
91050,Paper Box Cutting and CreasingPress Operator,9,3,2,68.98
91060,CardboardPress Operator,,,,
91070,Paper Bag and Envelope Maker (Machine),,,,
91075,Paper Bag and Envelope Maker (Hand or Machine),9,3,2,68.98
91080,Cellophane Bag Maker (Machine),,,,
91090,Other Paper and Paperboard Products Makers,9,3,2,70.83
92000,Printers and Related Workers,7,3,3,64.66
92100,Compositors and TypeSetters,,,,
92110,"Printer, General",7,3,42,67.59
92120,Hand Compositor,7,3,3,61.68
92130,Linotype Operator,9,3,3,64.66
92135,Monotype Keyboard Operator,9,3,2,64.66
92140,TypeCasting MachineOperator,9,3,2,67.59
92145,Printing MakerUp,,,,
92150,Imposer,,,,
92155,PhotoTypeSetting Machine Operator,9,3,3,64.66
92190,Other Compositors and TypeSetters,7,3,3,55.54
92200,Printing Pressmen,,,,
92220,Cylinder Pressman,9,3,2,65.09
92225,Platen Pressman,9,3,2,64.66
92230,Rotary Pressman,9,3,2,67.59
92240,Offset Pressman,9,3,3,64.66
92250,Direct Lithographic Pressman,9,3,3,60.84
92260,Rotogravure Pressman,,,,
92270,Wallpaper Printer,9,3,3,64.66
92290,Other Printing Pressmen,9,3,2,65.09
92300,Stereotypers and Electrotypers,,,,
92320,Stereotyper,7,3,3,67.59
92330,Electrotyper,,,,
92390,Other Stereotypers and Electrotypers,7,3,3,65.09
92400,"Printing Engraver, Specialisation Unknown (except PhotoEngraver)",9,3,3,74.08
92415,Lithographer,7,3,3,68.26
92420,"Metal Printing Plate, Roller and Die Engraver (Hand)",7,3,3,67.59
92430,"Wood, Rubber or Linoleum Block Engraver (Hand)",7,3,3,64.66
92440,Metal Printing Roller Engraver (Machine),9,3,2,74.08
92445,Engraving Pantograph Operator,,,,
92450,Lithographic Direct Transferrer,,,,
92460,Metal Engraving Etcher,9,3,2,74.08
92490,Other Printing Engravers (except PhotoEngravers),9,3,3,64.66
92500,PhotoEngravers,,,,
92510,"PhotoEngraver, General",7,3,3,64.66
92520,Photogravure Cameraman,,,,
92530,Photogravure Retoucher,7,3,3,64.66
92540,PhotoMechanical Transferrer,,,,
92550,Photogravure Etcher,,,,
92560,Printing Plate Retoucher,,,,
92590,Other PhotoEngravers,,,,
92600,Bookbinders and Related Workers,,,,
92620,Bookbinder (Hand),7,3,3,62.36
92625,Bookbinder (Hand or Machine),7,3,3,62.36
92630,Bookbinder (Machine),,,,
92640,Book Embosser (Hand),,,,
92645,Book Embosser (Hand or Machine),,,,
92650,Book Embosser (Machine),,,,
92690,Other Bookbinders and Related Workers,7,3,3,64.66
92700,Photographic DarkRoom Workers,,,,
92720,Colour Developer,,,,
92730,BlackandWhite Developer,,,,
92740,Photograph Printer,,,,
92750,Photograph Enlarger,,,,
92790,Other Photographic DarkRoom Workers,9,3,2,64.66
92900,Printers and Related Workers Not Elsewhere Classified,,,,
92920,SilkScreen Stencil Cutter,,,,
92930,SilkScreen Printer,,,,
92940,Block Printer,,,,
92950,Textile Printer,7,3,3,64.66
92990,Other Printers and Related Workers,,,,
93000,Painters,,,,
93100,"Painters, Construction",,,,
93120,Building Painter,9,3,3,57.72
93130,Structural Steel and Ship Painter,9,3,3,57.72
93190,"Other Painters, Construction",9,3,2,69.47
93900,Painters Not Elsewhere Classified,,,,
93920,BrushPainter (except Construction),7,3,3,58.91
93930,SprayPainter (except Construction),9,3,3,58.91
93940,Hand Dipper,,,,
93950,Sign Painter,,,,
93960,Automobile Painter,7,3,3,60.68
93990,"Other Painters, Construction",11,5,2,73.2
94000,Production and Related Workers Not Elsewhere Classified,,,,
94100,Musical Instrument Makers and Tuners,7,3,42,69.2
94120,Stringed Instrument Maker,7,3,42,51.58
94130,Woodwind Instrument Maker,,,,
94140,Metal Wind Instrument Maker,,,,
94150,Accordion Maker,,,,
94160,Organ Builder,7,3,42,55.61
94170,Piano Maker,7,3,42,55.61
94180,Musical Instrument Tuner,7,3,42,51.58
94190,Other Musical Instrument Makers and Tuners,,,,
94200,Basketry Weavers and Brush Makers,,,,
94220,Basket Maker,9,3,2,51.58
94230,Brush Maker (Hand),9,3,2,56.97
94240,Broom Maker (Hand),9,3,3,46.5
94250,Wicker Furniture Maker,9,3,2,54.27
94290,Other Basketry Weavers and Brush Makers,9,3,2,57.97
94300,NonMetallic Mineral Product Makers,,,,
94320,Cast Concrete Product Maker,9,3,2,55.61
94330,Asbestos Cement Products MachineOperator,,,,
94340,CastStone Maker,,,,
94390,Other NonMetallic Mineral Product Makers,,,,
94900,"Other Production or Related Worker, Specialisation Unknown",,,,
94920,Taxidermist,7,3,2,51.58
94930,Linoleum Maker,,,,
94940,Doll and Stuffed Toy Maker,9,3,2,51.58
94950,Rubber Stamp Maker,7,3,2,64.66
94960,Candle Maker,9,3,1,55.61
94970,Photographic Film and Paper Maker,,,,
94980,Quality Inspector,9,3,3,75.19
94990,Other Production and Related Workers Not Elsewhere Classified,11,5,2,58.2
95000,"Bricklayers, Carpenters and Other Construction Workers",9,3,3,54.04
95100,"Bricklayers, Stonemasons and Tile Setters",,,,
95120,Bricklayer (Construction),7,3,3,50
95125,Bricklayer (Chimney Building),7,3,3,53.84
95130,Firebrick Layer,7,3,3,55.31
95135,Bricklayer or Stonemason,,,,
95140,Stonemason (Construction),7,3,3,63.83
95145,Marble Setter,,,,
95150,Tile Setter,7,3,3,53.13
95155,Mosaic Cutter and Setter,7,3,2,53.84
95160,Paviour,9,3,2,51.63
95190,"Other Bricklayers, Stonemasons and Tile Setters",7,3,2,61.15
95200,"Reinforced Concreters, Cement Finishers and Terazzo Workers",,,,
95210,"Reinforced Concreter, General",7,3,2,57.24
95220,Concrete Shutterer,7,3,2,53.13
95230,Reinforcing Iron Worker,9,3,2,53.13
95240,Cement Finisher,9,3,1,53.13
95250,Terrazzo Worker,7,3,2,53.13
95290,"Other Reinforced Concreters, Cement Finishers and Terazzo Workers",,,,
95300,"Roofer, Specialisation Unknown",9,3,3,51.11
95320,Slate and Tile Roofer,9,3,3,49.68
95330,Composition Roofer,,,,
95340,Asphalt Roofer,9,3,3,53.13
95350,Metal Roofer,9,3,3,53.13
95360,Roof Thatcher,9,3,3,42.31
95390,Other Roofers,,,,
95400,"Carpenters, Joiners and Parquetry Workers",,,,
95410,"Carpenter, General",7,3,3,53.84
95415,Construction Carpenter,7,3,3,53.84
95420,Construction Joiner,7,3,3,53.84
95430,Stage and Studio Carpenter,,,,
95440,Wood Shipwright,7,3,3,58.4
95445,Ship Joiner,,,,
95450,Wooden Boatbuilder,7,3,3,53.84
95455,Shipâ€™s Carpenter,7,3,3,53.02
95460,Aircraft Joiner,,,,
95470,Bench Carpenter,7,3,3,53.13
95475,Parquetry Worker,7,3,3,53.13
95490,"Other Carpenters, Joiners and Parquetry Workers",7,3,3,53.84
95500,Plasterers,,,,
95510,"Plasterer, General",9,3,3,53.77
95520,Ornamental Plasterer,9,3,3,53.13
95530,Stucco Plasterer,,,,
95540,Fibrous Plasterer,,,,
95590,Other Plasterers,9,3,2,60.7
95600,Insulators,7,3,3,53.84
95620,Building Insulator (Hand),,,,
95630,Building Insulator (Machine),,,,
95640,Acoustical Insulator,,,,
95650,Boiler and Pipe Insulator,,,,
95660,Refrigeration and AirConditioning Equipment Insulator,,,,
95690,Other Insulators,7,3,2,53.77
95700,Glaziers,,,,
95720,Building Glazier,7,3,3,63.29
95730,Patent Roofing Glazier,,,,
95740,PlateGlass Glazier,,,,
95750,Leaded Glass Glazier,7,3,3,53.84
95760,Vehicle Glazier,,,,
95790,Other Glaziers,9,3,3,53.84
95900,Construction Workers Not Elsewhere Classified,,,,
95910,"Housebuilder, General",9,3,3,69.05
